title,text,label,type
สั่งปิดค่ายศูนย์สงครามพิเศษและปรับเป็นพื้นที่สีแดง หลังพบทหารยศสิบตรีติดโควิด 19 เดินทางทำกิจกรรมทั่วลพบุรี,ลพบุรีเป็นสีแดงเรียบร้อยแล้ว พบทหารยศสิบตรีติดโควิดกลับมาทำงานรวมพลฝึก และเดินทางทำกิจกรรมทั่วลพบุรี ตอนนี้สั่งปิดค่ายศูนย์สงครามพิเศษ ทางกองทัพบก กระทรวงกลาโหม ได้ตรวจสอบข้อมูลและชี้แจงว่า ปัจจุบันไม่มีรายงานว่ามีการติดเชื้อโควิด 19 ในหน่วยบัญชาการสงครามพิเศษแต่อย่างใด และหน่วยบัญชาการสงครามพิเศษยังคงเปิดดำเนินการตามปกติ,FAKE,Covid-19
ยา Paxlovid ไม่เพียงพอต่อการรักษาคนไข้ กลุ่ม 608,จากกรณีที่มีการโพสต์ในสื่อออนไลน์โดยระบุว่า แพทย์ที่ห้อง ICU ส่งข่าวมาแจ้งว่าตอนนี้ผู้ป่วยอาการหนักเยอะมาก Paxlovid Molnupiravir Remdesivir รัฐบาลสั่งมาอยู่ไหนคะ เร่งกระจายด่วน คนไข้ 608 ควรได้ยาทันที ทางกรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า ยืนยันมียา Paxlovid เพียงพอต่อการรักษาคนไข้ กลุ่ม 608,FAKE,Covid-19
พืชกระท่อมช่วยยับยั้งเชื้อไวรัสโควิด 19 ได้,กรณีที่มีการแชร์ข้อความว่ามีงานวิจัยของมหาวิทยาลัยแห่งหนึ่ง ค้นพบว่าพืชกระท่อมนั้นสามารถยับยั้ง และทำลายเชื้อโควิด 19 ได้ภายใน 0.05 วินาทีหลังจากรับประทาน ทางกรมควบคุมโรค กระทรวงสาธารณสุข ได้ชี้แจงว่าไม่เป็นความจริงโดยผู้เชี่ยวชาญเรื่องสารออกฤทธิ์ในกระท่อมยืนยันว่าขณะนี้ยังไม่มีงานวิจัยใดที่ระบุว่าพืชกระท่อมสามารถยับยั้งและทำลายเชื้อโควิด 19 ได้ตามที่กล่าวอ้าง,FAKE,Covid-19
"ออมสินส่ง SMS กู้สินเชื่อดอกเบี้ยต่ำ GSB จำนวน 50,000 บาท ผ่านลิงก์","กรณีเว็บไซต์ได้เผยแพร่ข้อมูลการขอสินเชื่อออมสินส่ง SMS กู้สินเชื่อดอกเบี้ยต่ำ GSB จำนวน 50,000 บาท ผ่านลิงก์ ทางฝ่ายสื่อสารองค์กร ธนาคารออมสิน ได้ตรวจสอบและชี้แจงข้อเท็จจริงว่าธนาคารได้ตรวจสอบแล้วพบว่า SMS ดังกล่าว ไม่ใช่ของธนาคารออมสิน ธนาคารไม่มีการส่งลิงก์แจ้งสิทธิ์ให้ประชาชนยื่นกู้สินเชื่อ การกระทำดังกล่าวเป็นการแอบอ้าง โดยไม่ทราบเจตนา หรือมีวัตถุประสงค์เป็นอย่างอื่นที่ธนาคารออมสินไม่เกี่ยวส่วนข้องแต่อย่างใด ขอให้ประชาชนอย่าหลงเชื่อ ไม่กดเข้าไป และงดแชร์ข้อความดังกล่าว",FAKE,Money
"ธ. ออมสินปล่อยสินเชื่อไทรทอง วงเงิน 100,000 บาท ผ่อน 700 บาท ผ่านไลน์","ธ. ออมสินปล่อยสินเชื่อไทรทอง วงเงิน 100,000 บาท ผ่อน 700 บาท ผ่านไลน์ ทางธนาคารออมสิน กระทรวงการคลัง ได้ตรวจสอบข้อมูลและชี้แจงว่าธนาคารไม่มีนโยบายให้บริการเงินกู้ผ่านแอปพลิเคชันไลน์แต่อย่างใด ทำให้ประชาชนเกิดความสับสน ไม่แน่ใจในข้อมูลที่เผยแพร่และมีการแชร์ต่อ ทำให้เกิดความเสียหายแก่ชื่อเสียงและภาพลักษณ์ของธนาคารออมสินได้",FAKE,Money
"ออมสินและกรุงไทยร่วมกับบริษัทเอกชน เปิดให้กู้ยืมผ่านไลน์ 5,000 – 300,000 บาท","จากกรณีที่มีการเชิญชวนโดยระบุว่าออมสินและกรุงไทยร่วมกับบริษัทเอกชน เปิดให้กู้ยืมผ่านไลน์ 5,000 – 300,000 บาท ทางธนาคารกรุงไทย และธนาคารออมสิน กระทรวงการคลัง ได้ตรวจสอบข้อมูลและชี้แจงว่าทั้ง 2 ธนาคารไม่มีนโยบายให้บริการเงินกู้ผ่านทางแอปพลิเคชันไลน์ และไม่มีบริการให้สินเชื่อร่วมกับบริษัทเอกชน ซึ่งมีการแอบอ้างนำชื่อและตราสัญลักษณ์ของทั้ง 2 ธนาคารไปใช้โดยไม่ได้รับอนุญาต ทำให้ประชาชนเข้าใจผิดว่าเป็นสื่อประชาสัมพันธ์ของทั้ง 2 ",FAKE,Money
"การเชิญชวนโดยระบุว่าออมสินและกรุงไทยร่วมกับบริษัทเอกชน เปิดให้กู้ยืมผ่านไลน์ 5,000 – 300,000 บาท ทางธนาคารกรุงไทย และธนาคารออมสิน กระทรวงการคลัง ได้ตรวจสอบข้อมูลและชี้แจงว่าทั้ง 2 ธนาคารไม่มีนโยบายให้บริการเงินกู้ผ่านทางแอปพลิเคชันไลน์ และไม่มีบริการให้สินเชื่อร่วมกับบริษัทเอกชน ซึ่งมีการแอบอ้างนำชื่อและตราสัญลักษณ์ของทั้ง 2 ธนาคารไปใช้โดยไม่ได้รับอนุญาต ทำให้ประชาชนเข้าใจผิดว่าเป็นสื่อประชาสัมพันธ์ของทั้ง 2 ",,FAKE,Money
กัญชาช่วยบรรเทาอาการลมชักเฉียบพลันได้,กัญชาช่วยบรรเทาอาการลมชักเฉียบพลันได้ ทางกรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า พืชกัญชามีสารสำคัญ CBD และ THC ซึ่งมีฤทธิ์การลดชัก แต่ THC มีฤทธิ์ต่อจิตประสาท ในขณะที่ CBD ไม่มีฤทธิ์ต่อจิตประสาท มีหลักฐานเชิงประจักษ์ในปัจจุบันสามารถนำสาร CBD มารักษาโรคลมชักรักษายากในเด็ก อย่างมีประสิทธิผลแต่ก็มีผลข้างเคียงในประเทศไทยมีการศึกษาการใช้สารสกัดกัญชา CBD สูง ในการรักษาโรคลมชักรักษายากในเด็กพบว่ามีประสิทธิผลและมีผลข้างเคียงเช่นกัน,FAKE,Hemp
ดื่มน้ำมะนาวแก้อาการเมากัญชา,การออกฤทธิ์ของกัญชาในระยะแรกจะออกฤทธิ์กระตุ้นประสาท ทำให้ผู้ใช้ตื่นตัว ตื่นเต้น ร่างเริง หัวเราะง่าย ช่างพูด พูดคนเดียว ยิ้มคนเดียว ไม่หลับไม่นอน เมื่อเวลาผ่านไป 1-2 ชั่วโมง จะเริ่มออกฤทธิ์กดประสาท ทำให้มีอาการคล้ายกับเมาเหล้า หน้าแดง ลิ้นไก่พันกัน พูดไม่ค่อยรู้เรื่อง เซื่องซึม ง่วงนอนตลอดเวลา ถ้าใช้ในปริมาณมาก จะทำให้เกิดภาพลวงตา ควบคุมตัวเองไม่ได้ เมื่อหมดฤทธิ์จะทำให้ผู้ใช้ มีอารมณ์อ่อนไหว เลื่อนลอย สมองสั่งงานช้า ไม่สนใจสิ่งแวดล้อม ใจสั่น หูแว่ว,FAKE,Hemp
น้ำกัญชาคั้นสด ไม่ออกฤทธิ์ต่อประสาท ป้องกัน และรักษาโรคได้ดีกว่าสารสกัดกัญชา,งานวิจัยน้ำคั้นจากใบสดกัญชาช่วยป้องกันโรค และรักษาโรคได้ดีที่สุดเพราะการ ดื่มน้ำคั้นกัญชาสดไม่ทำให้ไม่เมา และเวลาป่วยสามารถดื่มในปริมาณที่มากพอเพื่อรักษาโรคได้ ทางสถาบันบำบัดรักษาและฟื้นฟูติดยาเสพติดแห่งชาติบรมราชชนนี กรมการแพทย์ ได้ชี้แจงว่าสารสำคัญในกัญชา THC ออกฤทธิ์ต่อจิตและประสาท การรับประทานในรูปแบบใด ไม่ว่าจะเป็นทานสด ต้ม คั้นสด ก็ออกฤทธิ์ได้เช่นเดียวกับการเสพโดยผ่านความร้อน แต่ช้ากว่า หากได้รับในปริมาณมากเกินขนาดก็จะก่อให้เกิดอันตราย,FAKE,Hemp
แนะ น้ำมันกัญชาสามารถป้องกันไวรัส COVID-19, ปัจจุบันยังไม่มีงานวิจัยทางการแพทย์ที่ยืนยันชัดเจนว่ากัญชาสามารถช่วยป้องกันการติดไวรัสโควิด-19 ผ่านทางการหายใจได้ และกัญชายังจัดเป็นยาเสพติดให้โทษประเภท 5 ตามพระราชบัญญัติยาเสพติดให้โทษ พ.ศ. 2522 ยกเว้นกรณีนำไปใช้ทางการแพทย์ ไม่ควรใช้ในกรณีอื่นที่ไม่อยู่ในความดูแลของแพทย์ เพื่อประสิทธิผลที่ดีและความปลอดภัยจากการใช้ของตนเอง,FAKE,Hemp
กัญชาสามารถป้องกันและรักษาโควิด-19 ได้,ปัจจุบันได้มีประกาศกระทรวงสาธารณสุข เรื่องกำหนดตำรับยาเสพติดให้โทษในประเภท 5 ที่มีกัญชาปรุงผสมอยู่ ที่ให้เสพเพื่อรักษาโรคหรือการศึกษาวิจัยได้ พ.ศ. 2562 โดยการใช้ผลิตภัณฑ์กัญชาทางการแพทย์ ผู้สั่งใช้ต้องเป็นแพทย์หรือทันตแพทย์ที่ผ่านการอบรมหลักสูตรการใช้กัญชาทางการแพทย์ หรือต้องเป็นแพทย์แผนไทย แพทย์แผนไทยประยุกต์ หรือหมอพื้นบ้าน ที่ผ่านการอบรมหลักสูตรการใช้กัญชาทางการแพทย์แผนไทย ที่กระทรวงสาธารณสุขให้การรับรอง และได้รับอนุญาตจากสำนักงานคณะกรรมการอาหารและยาให้เป็นผู้สั่งใช้ผลิตภัณฑ์กัญชาทางการแพทย์ได้,FAKE,Hemp
เสพกัญชา ทำให้เชื้อ COVID-19 ฝังตัวไม่ได้,กัญชา ให้สาร Endocannabinoid เมื่อโดนความร้อนจากการเผาไหม้ จะกระจายโมเลกุลของไขมัน เคลือบผิวถุงลมในปอดทำให้เชื้อ COVID-19 ไม่สามารถฝังตัวได้ กรมควบคุมโรคได้ให้ข้อมูลว่า กัญชา ยังจัดเป็นยาเสพติดให้โทษประเภท 5 ตามพระราชบัญญัติยาเสพติดให้โทษ พ.ศ. 2522 อยู่ แต่ยกเว้นแค่เฉพาะที่นำไปใช้ทางการแพทย์ โดยต้องอยู่ในความดูแลของแพทย์เท่านั้น และปัจจุบันยังไม่มีงานวิจัยทางการแพทย์ที่ยืนยันว่ากัญชาจะทำให้เชื้อฯ ฝังตัวไม่ได้,FAKE,Hemp
น้ำสับปะรดผสมโหระพาช่วยรักษาเกล็ดเลือดต่ำ เลือดจาง,น้ำสับปะรดผสมโหระพาช่วยรักษาเกล็ดเลือดต่ำ เลือดจาง ทางกรมการแพทย์แผนไทยและการแพทย์ทางเลือก กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่ายังไม่มีข้อมูลเกี่ยวกับการดื่มน้ำสับปะรดผสมโหระพา รวมทั้งยังไม่มีข้อมูลด้านประสิทธิผลและความปลอดภัยในการใช้เพื่อรักษาอาการดังกล่าว ซึ่งภาวะเกล็ดเลือดต่ำโลหิตจางควรพบแพทย์ เพราะมีความเสี่ยงต่อการติดเชื้อ,FAKE,Health
พบเจ้าหน้าที่ศูนย์ฉีดวัคซีนโทรศัพท์ถามอาการหลังฉีดวัคซีนและขอข้อมูลส่วนตัวของประชาชน,หลังได้รับการฉีดวัคซีนโควิด 19 จะมีการติดตามอาการหลังฉีดผ่านทางแพลตฟอร์มหมอพร้อม ซึ่งไม่มีการโทรศัพท์ติดตามอาการแต่อย่างใด จึงขอเตือนประชาชนว่าอย่าหลงเชื่อให้ข้อมูลส่วนตัวใด ๆ กับผู้ที่โทรมาทั้งสิ้น เพราะอาจตกเป็นเหยื่อในการโอนเงินหรืออาจถูกนำข้อมูลไปสวมรอยกระทำความผิดหรือก่ออาชญากรรมอื่น ๆ ได้ และหากสงสัยหรือไม่แน่ใจว่าเป็นเจ้าหน้าที่จริงหรือไม่ ขอให้สอบถามกับหน่วยงานที่ถูกอ้างถึงโดยตรงก่อน,FAKE,Covid-19
ฉีดวัคซีนโควิด 19 ไม่เกิน 1 เดือน ห้ามฉีดยาชา,การเผยแพร่ข้อมูลถึงผลข้างเคียงจากการใช้ยาชาในการรักษาทางทันตกรรม หลังได้รับวัคซีนโควิด 19 ว่าจะทำให้เสียชีวิตได้นั้น ทางกรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบเรื่องดังกล่าวและชี้แจงว่า ข้อมูลดังกล่าวทำให้เกิดความเข้าใจที่คลาดเคลื่อนต่อประชาชน โดยการรักษาทางทันตกรรมที่มีความจำเป็นที่ต้องใช้ยาชาร่วมด้วยสามารถทำได้ทั้งก่อนและหลังการรับวัคซีนโควิด 19 ภายใต้ความปลอดภัยของผู้ป่วยและประสิทธิผลการรักษาที่ดีที่สุด ซึ่งก่อนการรักษาควรได้รับคำแนะนำและประเมินตามขั้นตอนโดยทันตแพทย์ที่มีความเชี่ยวชาญ,FAKE,Covid-19
วัคซีนโควิด 19 มีสารกัมมันตภาพรังสีและนาโน พาทิเคิล เป็นอันตรายต่อมนุษย์,กรณีการเผยแพร่ข้อมูลที่ระบุว่าวัคซีนป้องกันโรคโควิด 19 มีสารกัมมันตภาพรังสีและนาโน พาทิเคิลที่เป็นอันตรายต่อชีวิตมนุษย์ ทางสำนักงานปลัดกระทรวงสาธารณสุข กระทรวงสาธารณสุขได้ตรวจสอบและชี้แจงประเด็นดังกล่าวว่า ข้อมูลดังกล่าวไม่เป็นความจริง วัคซีนป้องกันโควิด 19 ทุกชนิดที่ใช้ทั่วโลก รวมถึงในประเทศไทยมีการผลิตตามมาตรฐานสากล และไม่มีสารกัมมันตภาพรังสี และสิ่งปนเปื้อนแต่อย่างใด,FAKE,Covid-19
ธนบัตรปลอมระบาดในพื้นที่จังหวัดสุราษฎร์ธานี,ประเด็นรวบนักศึกษาทำธนบัตรปลอมขายให้กลุ่มยาเสพติดนั้น ทางธนาคารแห่งประเทศไทย กระทรวงการคลัง ได้ตรวจสอบข้อมูลและชี้แจงว่าเรื่องดังกล่าวเป็นข่าวเก่าตั้งแต่เมื่อเดือนเมษายน 2563 และถูกนำกลับมาแชร์กันอีกครั้งโดยธปท. ได้รับธนบัตรปลอมทั้งหมดแล้ว รวมถึงเจ้าหน้าที่ตำรวจได้จับคุมผู้ต้องหาพร้อมของกลาง ทั้งนี้ยังไม่พบเหตุการณ์ดังกล่าวในปัจจุบัน,FAKE,Crooks
